n.id,n.firstname,n.lastname,n.birthyear,n.deathyear,n.birthplace,n.deathplace,n.sex,n.numCities,n.numCountries,n.numVenues,n.country,n.collective,n.ulan,n.wikidata
"749,""""""Marie"""""",""""""Magyar"""""",1854,1942,""""""Vienna"""""",""""""Vienna"""""",""""""F"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",""""""Q110082190"""""""
"750,""""""Ludwig"""""",""""""Machalski"""""",1879,1934,null,null,""""""F"""""",null,null,null,null,null,""""""NULL"""""",null"
"751,""""""Władisław"""""",""""""Slewiński"""""",1856,1918,""""""Nowy Białynin"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500023982"""""",""""""Q568856"""""""
"752,""""""Josef"""""",""""""Müllner"""""",1879,1968,""""""Baden bei Wien"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500194934"""""",""""""Q1490289"""""""
"753,""""""Josef"""""",""""""Tautenhayn"""""",1837,1911,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",null"
"754,""""""Hugo Franz"""""",""""""Kirsch"""""",1873,1961,""""""Hejnice"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500357506"""""",""""""Q1533139"""""""
"755,""""""Leopold"""""",""""""Bauer"""""",1872,1938,""""""Jägerndorf"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500028202"""""",""""""Q87071"""""""
"756,""""""Leopold"""""",""""""Stolba"""""",1863,1929,""""""Gaudenzdorf"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500107207"""""",""""""Q28927594"""""""
"757,""""""Josef"""""",""""""Plessner"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"758,""""""Ivan"""""",""""""Meštrović"""""",1883,1962,""""""Vrpolje"""""",""""""South Bend"""""",""""""M"""""",null,null,null,""""""HR"""""",null,""""""500019590"""""",""""""Q313828"""""""
"759,""""""Alfonso"""""",""""""Canciani"""""",1863,1955,""""""Cormons"""""",""""""Trieste"""""",""""""M"""""",null,null,null,""""""IT"""""",null,""""""500427436"""""",""""""Q1421326"""""""
"760,""""""Ludwig Heinrich"""""",""""""Jungnickel"""""",1881,1965,""""""Wunsiedel"""""",""""""Vienna"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500002313"""""",""""""Q1411425"""""""
"761,""""""Wunibald"""""",""""""Deininger"""""",1879,1963,""""""Vienna"""""",""""""Salzburg"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500251443"""""",""""""Q2595066"""""""
"762,""""""Stephan"""""",""""""Filipkiewicz"""""",1879,1944,""""""Tarnów"""""",""""""Mauthausen"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500097050"""""",""""""Q55132745"""""""
"763,""""""Anton"""""",""""""Nowak"""""",1865,1932,""""""Maribor"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500077730"""""",""""""Q18639100"""""""
"764,""""""Ludwig"""""",""""""Vacatko"""""",1873,1956,""""""Vienna"""""",""""""Prague"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""137514905"""""",""""""Q12034263"""""""
"765,""""""Oswald"""""",""""""Roux"""""",1880,1961,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500190771"""""",""""""Q2036454"""""""
"766,""""""Stanislaw"""""",""""""Pichor"""""",1874,1923,null,null,""""""M"""""",null,null,null,""""""PL"""""",null,""""""NULL"""""",null"
"767,""""""Eduard"""""",""""""Witte"""""",1871,null,""""""Vienna"""""",null,""""""M"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",null"
"768,""""""Julian"""""",""""""Falat"""""",1853,1929,""""""Tuligłowy"""""",""""""Bystrzyca Kłodzka"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500018013"""""",""""""Q1349858"""""""
"769,""""""Franz"""""",""""""Jaschke"""""",1862,1910,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",""""""Q1447459"""""""
"770,""""""Stanisław"""""",""""""Podgórski"""""",1882,1964,""""""Kalush"""""",""""""Wiśnicz Nowy"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""NULL"""""",""""""Q2331439"""""""
"771,""""""Claudi"""""",""""""Castelucho Diana"""""",1870,1927,""""""Barcelona"""""",""""""Paris"""""",""""""M"""""",3,3,3,""""""ES"""""",null,""""""500035809"""""",""""""Q354830"""""""
"772,""""""Ferdinand"""""",""""""Kruis"""""",1869,1944,""""""Písek"""""",""""""Innsbruck"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",""""""Q1405522"""""""
"773,""""""Alfred"""""",""""""Offner"""""",1879,1947,""""""Chernivtsi"""""",""""""Poběžovice"""""",""""""M"""""",1,1,1,""""""AT"""""",null,""""""NULL"""""",""""""Q34662030"""""""
"774,""""""Samuel"""""",""""""Hirschenberg"""""",1865,1908,""""""Łódź"""""",""""""Jerusalem"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500091311"""""",""""""Q594345"""""""
"775,""""""Józef"""""",""""""Krasnowolski"""""",1879,1939,""""""Kwidzyń"""""",""""""Cracow"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""NULL"""""",""""""Q6320557"""""""
"776,""""""Franz"""""",""""""Gelbenegger"""""",1875,1933,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500501921"""""",""""""Q94910034"""""""
"777,""""""Bronisław"""""",""""""Pelczarski"""""",1878,1951,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",""""""Q96099406"""""""
"778,""""""Oleksa"""""",""""""Novakivs'ky"""""",1872,1935,""""""Vinnytsia"""""",""""""Lviv"""""",""""""M"""""",null,null,null,""""""UA"""""",null,""""""500121070"""""",""""""Q4321871"""""""
"779,""""""Franz"""""",""""""Hohenberger"""""",1867,1941,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500026354"""""",""""""Q19962930"""""""
"780,""""""Ludwig"""""",""""""Rösch"""""",1865,1940,""""""Vienna"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500002924"""""",""""""Q21441779"""""""
"781,""""""Friedrich"""""",""""""Ahlers-Hestermann"""""",1883,1973,""""""Hamburg"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500074940"""""",""""""Q1458043"""""""
"782,""""""Helene"""""",""""""Albiker"""""",1878,1952,""""""Prague"""""",""""""Ettlingen"""""",""""""F"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q94761058"""""""
"783,""""""Heinrich"""""",""""""Altherr"""""",1878,1947,""""""Basel"""""",""""""Zurich"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""500083321"""""",""""""Q321284"""""""
"784,""""""Ernst"""""",""""""Altmann"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"785,""""""Ernst"""""",""""""Ascher"""""",1888,1953,""""""Prague"""""",null,""""""M"""""",2,2,2,null,null,""""""NULL"""""",""""""Q110183579"""""""
"786,""""""Heinrich"""""",""""""Baden"""""",1887,1954,""""""Bremen"""""",""""""Sankt Magnus"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q1600006"""""""
"787,""""""Ludwig"""""",""""""Bartning"""""",1876,1956,""""""Hamburg"""""",""""""Berlin"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500152235"""""",""""""Q24205647"""""""
"788,""""""Josef"""""",""""""Bató"""""",1888,1966,""""""Budapest"""""",""""""London"""""",""""""M"""""",1,1,1,""""""HU"""""",null,""""""500154203"""""",""""""Q21464233"""""""
"789,""""""Heinrich"""""",""""""Beecke"""""",1877,1954,""""""Strasburg"""""",""""""Strasburg"""""",""""""M"""""",3,3,3,""""""DE"""""",null,""""""NULL"""""",""""""Q13099287"""""""
"790,""""""Frank Louis"""""",""""""Behrens"""""",1883,1945,""""""Biel"""""",""""""Biel"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500104268"""""",""""""Q28924419"""""""
"791,""""""Charlotte"""""",""""""Corinth"""""",1880,1967,""""""Berlin"""""",""""""New York"""""",""""""F"""""",1,1,1,""""""DE"""""",null,""""""500008039"""""",""""""Q215045"""""""
"792,""""""Rüdiger"""""",""""""Berlit"""""",1883,1939,""""""Leipzig"""""",""""""Leipzig"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500090008"""""",""""""Q22042679"""""""
"793,""""""Benno"""""",""""""Berneis"""""",1883,1916,""""""Fürth"""""",""""""France"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""NULL"""""",""""""Q817911"""""""
"794,""""""Otto"""""",""""""Beyer"""""",1885,1962,""""""Kattowitz"""""",""""""Berlin"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500485751"""""",""""""Q15837877"""""""
"795,""""""Hermann"""""",""""""Billing"""""",1867,1946,""""""Karlsruhe"""""",""""""Karlsruhe"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500082754"""""",""""""Q92016"""""""
"796,""""""Richard"""""",""""""Birnstengel"""""",1881,1968,""""""Dresden"""""",""""""Dresden"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q2149079"""""""
"797,""""""Emil"""""",""""""Bizer"""""",1881,1957,""""""Pforzheim"""""",""""""Badenweiler"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500069036"""""",""""""Q1335882"""""""
"798,""""""Philipp"""""",""""""Bohle"""""",1878,null,""""""Weimar"""""",null,""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",null"
"799,""""""Robert"""""",""""""Boninger"""""",1869,1935,""""""London"""""",""""""Dusseldorf"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500083412"""""",""""""Q24035186"""""""
"800,""""""Georg"""""",""""""Brandes"""""",1878,1961,""""""Hanover"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500406325"""""",null"
"801,""""""Hans"""""",""""""Brasch"""""",1882,1973,""""""Karlsruhe"""""",""""""Murrhardt"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""NULL"""""",""""""Q1578813"""""""
"802,""""""Erich"""""",""""""Buchwald-Zinnwald"""""",1884,1972,""""""Dresden"""""",""""""Krefeld"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500423377"""""",""""""Q21415786"""""""
"803,""""""Agnes von"""""",""""""Bülow"""""",1884,null,""""""Hamburg"""""",null,""""""F"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q95208108"""""""
"804,""""""Ernst"""""",""""""Burmester"""""",1877,1917,""""""Ratzeburg"""""",null,""""""M"""""",1,1,1,""""""DE"""""",null,""""""500200929"""""",""""""Q64098261"""""""
"805,""""""Erich"""""",""""""Büttner"""""",1889,1936,""""""Berlin"""""",""""""Freiburg im Breisgau"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""118664778"""""",""""""Q84468"""""""
"806,""""""Karl"""""",""""""Caspar"""""",1879,1956,""""""Friedrichshafen"""""",""""""Brannenburg"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500015889"""""",""""""Q317202"""""""
"807,""""""Maria"""""",""""""Caspar-Filser"""""",1878,1968,""""""Riedlingen"""""",""""""Brannenburg"""""",""""""F"""""",2,1,2,""""""DE"""""",null,""""""500031247"""""",""""""Q545965"""""""
"808,""""""Ernst"""""",""""""Christiansen"""""",1881,1918,""""""Husum"""""",null,""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q94847975"""""""
"809,""""""Anton"""""",""""""Cilio-Jensen"""""",1875,1959,null,null,""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",null"
"810,""""""Johann Vincenz"""""",""""""Cissarz"""""",1873,1942,""""""Gdańsk"""""",""""""Frankfurt am Main"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500110057"""""",""""""Q1451551"""""""
"811,""""""Max"""""",""""""Clarenbach"""""",1880,1952,""""""Neuss"""""",""""""Cologne"""""",""""""M"""""",5,2,5,""""""DE"""""",null,""""""500002069"""""",""""""Q87233"""""""
"812,""""""Wilhelm"""""",""""""Claus"""""",1882,1914,""""""Breslau"""""",""""""Paris"""""",""""""M"""""",3,2,3,""""""PL"""""",null,""""""NULL"""""",""""""Q2572263"""""""
"813,null,""""""Davidson"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"814,""""""August"""""",""""""Deusser"""""",1870,1942,""""""Cologne"""""",""""""Konstanz"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500015603"""""",""""""Q122979"""""""
"815,""""""Ernst Richard"""""",""""""Dietze"""""",1880,1961,""""""Obermeisa"""""",""""""Waging am See"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""NULL"""""",""""""Q55670391"""""""
"816,""""""Karl"""""",""""""Dillinger"""""",1882,1941,""""""Karviná"""""",""""""Dirmstein"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q15859532"""""""
"817,""""""Hans"""""",""""""Dornbach"""""",1885,1952,""""""Dusseldorf"""""",""""""Lippstadt"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""NULL"""""",""""""Q15456978"""""""
"818,""""""Ferdinand"""""",""""""Dorsch"""""",1875,1938,""""""Pécs"""""",""""""Dresden"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500135624"""""",""""""Q15119625"""""""
"819,""""""Richard"""""",""""""Dreher"""""",1875,1932,""""""Dresden"""""",""""""Pillnitz"""""",""""""M"""""",3,1,3,""""""DE"""""",null,""""""500090117"""""",""""""Q1702272"""""""
"820,""""""Johann Georg"""""",""""""Dreydorff"""""",1873,1935,""""""Leipzig"""""",""""""Krefeld"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",null"
"821,""""""Hermann"""""",""""""Ebers"""""",1881,1955,""""""Leipzig"""""",""""""Weilheim"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500136736"""""",""""""Q52063731"""""""
"822,""""""Josef"""""",""""""Eberz"""""",1880,1942,""""""Limburg an der Lahn"""""",""""""Munich"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500001465"""""",""""""Q1704514"""""""
"823,""""""Max"""""",""""""Eckener"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""NULL"""""",null"
"824,""""""Pauline"""""",""""""Eigner-Püttner"""""",1872,1960,""""""Schwandorf in Bayern"""""",""""""Maxlrain"""""",""""""F"""""",1,1,1,""""""DE"""""",null,""""""500137032"""""",null"
"825,""""""Friedrich"""""",""""""Fehr"""""",1862,1927,""""""Werneck"""""",""""""Polling bei Weilheim"""""",""""""M"""""",3,3,3,""""""DE"""""",null,""""""500138229"""""",""""""Q1386074"""""""
"826,""""""Emil"""""",""""""Feigerl"""""",1877,1944,null,null,""""""M"""""",1,1,1,null,null,""""""NULL"""""",null"
"827,""""""Eugen"""""",""""""Feiks"""""",1878,1939,""""""Kaposvár"""""",""""""Budapest"""""",""""""M"""""",3,2,5,""""""HU"""""",null,""""""500423254"""""",""""""Q997782"""""""
"828,""""""Carl Friedrich"""""",""""""Felber"""""",1880,1932,""""""Wädenswil"""""",""""""Dachau"""""",""""""M"""""",1,1,1,""""""CH"""""",null,""""""500138260"""""",""""""Q1037736"""""""
"829,""""""Helene"""""",""""""Funke"""""",1869,1957,""""""Chemnitz"""""",""""""Vienna"""""",""""""F"""""",1,1,1,""""""DE"""""",null,""""""500140303"""""",""""""Q1601962"""""""
"830,""""""Ludwig"""""",""""""Wieden"""""",1869,1947,""""""Květná"""""",""""""Gmunden"""""",""""""M"""""",null,null,null,""""""AT"""""",null,""""""500181406"""""",""""""Q38085403"""""""
"831,""""""Eugenie"""""",""""""Breithut-Munk"""""",1867,1915,""""""Vienna"""""",""""""Vienna"""""",""""""F"""""",null,null,null,""""""AT"""""",null,""""""NULL"""""",""""""Q26207548"""""""
"832,""""""Artist"""""",""""""Example"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"833,""""""Adolf Izrailovich"""""",""""""Milman"""""",1888,1930,""""""Chişinău"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""500164123"""""",""""""Q4293803"""""""
"834,""""""Wilhelm"""""",""""""Gallhof"""""",1878,1918,""""""Iserlohn"""""",null,""""""M"""""",1,1,1,""""""DE"""""",null,""""""500081750"""""",""""""Q15728108"""""""
"835,""""""Oskar"""""",""""""Gawell"""""",1888,1955,""""""Poznań"""""",""""""Vienna"""""",""""""M"""""",null,null,null,""""""PL"""""",null,""""""500064187"""""",""""""Q2033684"""""""
"836,""""""August"""""",""""""Gebhard"""""",1880,1945,""""""Geberschweier"""""",""""""Königsbach-Stein"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q94788869"""""""
"837,""""""Alexander"""""",""""""Gerbig"""""",1878,1948,""""""Suhl"""""",""""""Suhl"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500059612"""""",""""""Q52150645"""""""
"838,""""""Emil Von"""""",""""""Gerliczy"""""",1871,1924,""""""Ljubljana"""""",""""""Zurich"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500141403"""""",""""""Q1337094"""""""
"839,""""""Hermann"""""",""""""Goebel"""""",1885,1945,""""""Dormagen"""""",""""""Dobel"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500142360"""""",""""""Q1611222"""""""
"840,""""""Hans"""""",""""""Gott"""""",1883,1974,""""""Munich"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500354398"""""",""""""Q15819411"""""""
"841,""""""Julius"""""",""""""Graumann"""""",1878,1944,""""""Fürth"""""",""""""Auschwitz"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500099730"""""",""""""Q52156263"""""""
"842,""""""Vasily"""""",""""""Rozhdestvensky"""""",1884,1963,""""""Tula"""""",""""""Moscow"""""",""""""M"""""",null,null,null,""""""RU"""""",null,""""""Russian painter, 1884-1963"""""",""""""Q4396188"""""""
"843,""""""Arthur"""""",""""""Grimm"""""",1883,1948,""""""Mudau"""""",""""""Mudau"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500102485"""""",""""""Q709581"""""""
"844,""""""Oskar H."""""",""""""Hagemann"""""",1888,1984,""""""Bohemia"""""",""""""Karlsruhe"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500104967"""""",""""""Q17125012"""""""
"845,""""""Eugen"""""",""""""Hamm"""""",1885,1930,""""""Apolda"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500041983"""""",""""""Q1334034"""""""
"846,""""""Carl Christoph"""""",""""""Hartig"""""",1888,1975,""""""Davos"""""",""""""Dusseldorf"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q105395238"""""""
"847,""""""Bernhard"""""",""""""Hasler"""""",1884,1945,""""""Strachocin"""""",""""""Bad Oldesloe"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500332710"""""",""""""Q825177"""""""
"848,""""""Albert"""""",""""""Haueisen"""""",1872,1954,""""""Stuttgart"""""",""""""Kandel"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500013292"""""",""""""Q1238984"""""""
"849,""""""Franz"""""",""""""Heckendorf"""""",1888,1962,""""""Berlin"""""",""""""Munich"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500000096"""""",""""""Q1447132"""""""
"850,""""""Hans von"""""",""""""Heider"""""",1867,1952,""""""Munich"""""",""""""Ulm"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500144839"""""",""""""Q47483171"""""""
"851,""""""Ernst"""""",""""""Heilemann"""""",1870,1936,""""""Berlin"""""",""""""Kitchener"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500069739"""""",""""""Q1358553"""""""
"852,""""""August"""""",""""""Heitmüller"""""",1873,1935,""""""Gümmer"""""",""""""Merano"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500345717"""""",""""""Q761747"""""""
"853,""""""Alfred-Hermann"""""",""""""Helberger"""""",1871,1946,""""""Eberstadt"""""",""""""Berlin"""""",""""""M"""""",2,1,3,""""""DE"""""",null,""""""500144950"""""",""""""Q2645133"""""""
"854,""""""Rudolf"""""",""""""Hellwag"""""",1867,1942,""""""Innsbruck"""""",""""""Berlin"""""",""""""M"""""",3,3,3,""""""AT"""""",null,""""""500019702"""""",""""""Q2172914"""""""
"855,""""""Adolf Edward"""""",""""""Herstein"""""",1869,1932,""""""Warsaw"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""PL"""""",null,""""""500470712"""""",""""""Q361348"""""""
"856,""""""Ferdinand"""""",""""""Herwig"""""",1884,1959,""""""Hamburg"""""",""""""Stuttgart"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q95716807"""""""
"857,""""""Heinrich"""""",""""""Heuser"""""",1887,1967,""""""Stralsund"""""",""""""Berlin"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500072450"""""",""""""Q20744110"""""""
"858,""""""Heinrich"""""",""""""Heyne"""""",1869,1943,""""""Oława"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q94924067"""""""
"859,""""""Adolf"""""",""""""Hildenbrand"""""",1881,1944,""""""Löffingen"""""",""""""Pforzheim"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500065365"""""",""""""Q362156"""""""
"860,""""""Wil"""""",""""""Howard"""""",1879,1945,""""""Leipzig"""""",""""""Mittenwald"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500058031"""""",""""""Q1558488"""""""
"861,""""""W. Franz"""""",""""""Jäger"""""",1861,1928,""""""Frýdlant"""""",""""""Raspenava"""""",""""""M"""""",null,null,null,""""""CZ"""""",null,""""""500147991"""""",""""""Q20668972"""""""
"862,""""""Arthur"""""",""""""Illies"""""",1870,1952,""""""Hamburg"""""",""""""Lüneburg"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500023053"""""",""""""Q709984"""""""
"863,""""""V. I."""""",""""""Pozharsky"""""",null,null,null,null,""""""M"""""",null,null,null,null,null,""""""500460936"""""",null"
"864,""""""Ernst"""""",""""""Isselmann"""""",1885,1916,""""""Rees"""""",""""""Rees"""""",""""""M"""""",3,2,3,""""""DE"""""",null,""""""NULL"""""",""""""Q1358825"""""""
"865,""""""Gustav"""""",""""""Kampmann"""""",1859,1917,""""""Boppard am Rhein"""""",""""""Bad Godesberg"""""",""""""M"""""",2,2,2,""""""DE"""""",null,""""""500080465"""""",""""""Q1556055"""""""
"866,""""""Viktor"""""",""""""Savinkov"""""",1886,1954,null,null,""""""M"""""",null,null,null,""""""RU"""""",null,""""""RU"""""",null"
"867,""""""Friedrich von"""""",""""""Keller"""""",1840,1914,""""""Neckarweihingen"""""",""""""Ludwigsburg"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500025063"""""",""""""Q5503971"""""""
"868,""""""Hans"""""",""""""Keller"""""",1884,1983,""""""Zurich"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""NULL"""""",null"
"869,""""""Hans"""""",""""""Keller"""""",1884,1983,""""""Zurich"""""",""""""Paris"""""",""""""M"""""",null,null,null,""""""CH"""""",null,""""""500103846"""""",""""""Q59637542"""""""
"870,""""""A.M."""""",""""""Samojlova"""""",null,null,null,null,""""""F"""""",null,null,null,""""""RU"""""",null,""""""NULL"""""",null"
"871,""""""Walther"""""",""""""Klemm"""""",1883,1957,""""""Karlovy Vary"""""",""""""Weimar"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500069354"""""",""""""Q25942"""""""
"872,""""""Else"""""",""""""Klossowski"""""",1886,1969,""""""Breslau"""""",""""""Paris"""""",""""""F"""""",1,1,1,null,null,""""""NULL"""""",""""""Q3633193"""""""
"873,""""""Michel"""""",""""""Koch"""""",1853,1927,""""""Edingen-Neckarhausen"""""",""""""Mannheim"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q94319527"""""""
"874,""""""Peter"""""",""""""Koch"""""",1874,1956,""""""Deidesheim"""""",""""""Gimmeldingen"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500382002"""""",""""""Q31509033"""""""
"875,""""""Max"""""",""""""Kowarzik"""""",1875,1918,""""""Berlin"""""",""""""Froyennes"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q110213982"""""""
"876,""""""Hugo"""""",""""""Krayn"""""",1885,1919,""""""Berlin"""""",""""""Berlin"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500056121"""""",""""""Q1635331"""""""
"877,""""""Erna"""""",""""""Krüger"""""",1883,1973,""""""Wittenberg"""""",""""""Osterode am Harz"""""",""""""F"""""",null,null,null,""""""DE"""""",null,""""""NULL"""""",""""""Q108546123"""""""
"878,""""""Josef, II"""""",""""""Kühn"""""",1872,1933,""""""Mannheim"""""",""""""Munich"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500099032"""""",null"
"879,""""""Antonina"""""",""""""Sofronova"""""",1892,1966,""""""Droskovo"""""",""""""Moscow"""""",""""""F"""""",null,null,null,""""""RU"""""",null,""""""500110836"""""",""""""Q4430088"""""""
"880,""""""Erich"""""",""""""Kuithan"""""",1875,1917,""""""Bielefeld"""""",""""""Jena"""""",""""""M"""""",null,null,null,""""""DE"""""",null,""""""500151069"""""",""""""Q1352642"""""""
"881,""""""Eva"""""",""""""Kusch"""""",null,null,null,null,""""""F"""""",null,null,null,null,null,""""""NULL"""""",null"
"882,""""""Lodewijk"""""",""""""Schelfhout"""""",1881,1943,null,null,""""""M"""""",null,null,null,""""""NL"""""",null,""""""500015799"""""",null"
"883,""""""Eva"""""",""""""Kusch"""""",null,null,null,null,""""""F"""""",null,null,null,null,null,""""""NULL"""""",null"
"884,""""""Wilhelm"""""",""""""Laage"""""",1868,1930,""""""Stellingen"""""",""""""Reutlingen"""""",""""""M"""""",2,1,2,""""""DE"""""",null,""""""500103172"""""",""""""Q2573869"""""""
"885,""""""L.G."""""",""""""Turchenko"""""",null,null,null,null,null,null,null,null,null,null,""""""NULL"""""",null"
"886,""""""Georg"""""",""""""Lebrecht"""""",1875,1945,""""""Świdnica"""""",""""""Berlin"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""500093494"""""",""""""Q1505137"""""""
"887,""""""Fritz"""""",""""""Lederer"""""",1878,1949,""""""Kynšperk nad Ohři"""""",""""""Cheb"""""",""""""M"""""",null,null,null,""""""CZ"""""",null,""""""500334649"""""",""""""Q14827797"""""""
"888,""""""Wilhelm"""""",""""""Legler"""""",1875,1951,""""""Pazin"""""",""""""Angern"""""",""""""M"""""",2,2,2,""""""AT"""""",null,""""""500423269"""""",""""""Q39159011"""""""
"889,""""""Wilhelm"""""",""""""Mann"""""",1882,1957,""""""Altona"""""",null,""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",null"
"890,""""""Ewald"""""",""""""Manz"""""",1886,1960,""""""Hanover"""""",""""""Halle"""""",""""""M"""""",1,1,1,""""""DE"""""",null,""""""NULL"""""",""""""Q94809493"""""""
